canonical_id,openalex_id,doi,title,year,publication_date,venue,work_type,cited_by,category,class_score,margin,seed_sim,rank_score,needs_review,review_reason,source,matched_query,llm_relevant,llm_class,llm_subtopic,llm_confidence,llm_reason,llm_decision,llm_model,llm_prompt_version,llm_reviewed_at
title:evaluatingobjectmisdetectionfromasafetyandreliabilityperspectivediscussionandmeasures,W4382874179,10.1109/access.2023.3272979,Evaluating Object (Mis)Detection From a Safety and Reliability Perspective: Discussion and Measures,2023,2023-01-01,IEEE Access,article,10,Trajectory-related,0.6821,0.2916,0.6537,0.6537,True,near seed-sim floor,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:komaknowledgedrivenmultiagentframeworkforautonomousdrivingwithlargelanguagemodels,W4402856330,10.48550/arxiv.2407.14239,KoMA: Knowledge-driven Multi-agent Framework for Autonomous Driving with Large Language Models,2024,2024-07-19,arXiv (Cornell University),preprint,1,Knowledge-driven,0.6227,0.2658,0.6436,0.6536,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""autonomous driving""",,,,,,,,,
title:flowtorareeventsanapplicationofnormalizingflowintemporalimportancesamplingforautomatedvehiclevalidation,W4400600737,10.48550/arxiv.2407.07320,Flow to Rare Events: An Application of Normalizing Flow in Temporal Importance Sampling for Automated Vehicle Validation,2024,2024-07-10,arXiv (Cornell University),preprint,0,Trajectory-related,0.7421,0.4492,0.6435,0.6535,True,near seed-sim floor,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:crossdomainspatialmatchingforcameraandradarsensordatafusioninautonomousvehicleperceptionsystem,W4395687029,10.48550/arxiv.2404.16548,Cross-Domain Spatial Matching for Camera and Radar Sensor Data Fusion in Autonomous Vehicle Perception System,2024,2024-04-25,arXiv (Cornell University),preprint,2,Perception-related,0.5643,0.235,0.6434,0.6534,True,near seed-sim floor,auto-discovered,"""corner case"" ""autonomous vehicle""",,,,,,,,,
title:learningrealistictrafficagentsinclosedloop,W4388327604,10.48550/arxiv.2311.01394,Learning Realistic Traffic Agents in Closed-loop,2023,2023-11-02,arXiv (Cornell University),preprint,0,Trajectory-related,0.632,0.2403,0.6532,0.6532,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""automated vehicle""",,,,,,,,,
title:retractedavectorizedrepresentationmodelfortrajectorypredictionofintelligentvehiclesinchallengingscenarios,W4386869725,10.1109/tiv.2023.3317032,Retracted: A Vectorized Representation Model for Trajectory Prediction of Intelligent Vehicles in Challenging Scenarios,2023,2023-09-19,IEEE Transactions on Intelligent Vehicles,article,31,Trajectory-related,0.6798,0.3237,0.653,0.653,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""autonomous vehicle""",,,,,,,,,
title:developmentofaunityvissimcosimulationplatformtostudyinteractivedrivingbehavior,W4378468673,10.3390/systems11060269,Development of a Unity–VISSIM Co-Simulation Platform to Study Interactive Driving Behavior,2023,2023-05-25,Systems,article,20,Trajectory-related,0.6509,0.3045,0.6529,0.6529,True,near seed-sim floor,auto-discovered,"""near-miss"" ""automated driving""",,,,,,,,,
title:safetyandoperationalassessmentofcooperativedrivingsystemsonroundabouts,W4400419145,10.20858/tp.2023.19.2.10,SAFETY AND OPERATIONAL ASSESSMENT OF COOPERATIVE DRIVING SYSTEMS ON ROUNDABOUTS,2024,2024-06-30,Transport Problems,article,2,Trajectory-related,0.6419,0.326,0.6428,0.6528,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""automated driving""",,,,,,,,,
title:textdriventrafficanomalydetectionwithtemporalhighfrequencymodelingindrivingvideos,W4394897016,10.1109/tcsvt.2024.3390173,Text-Driven Traffic Anomaly Detection With Temporal High-Frequency Modeling in Driving Videos,2024,2024-04-17,IEEE Transactions on Circuits and Systems for Video Technology,article,17,Perception-related,0.6389,0.3214,0.6427,0.6527,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:riskassessmentandenhancementsuggestionsforautomateddrivingsystemsthroughexaminingtestingcollisionanddisengagementreports,W4318764471,10.1155/2023/3215817,Risk Assessment and Enhancement Suggestions for Automated Driving Systems through Examining Testing Collision and Disengagement Reports,2023,2023-02-01,Journal of Advanced Transportation,article,13,Knowledge-driven,0.6961,0.2773,0.6527,0.6527,True,near seed-sim floor,auto-discovered,"""near-miss"" ""autonomous driving""",,,,,,,,,
title:exploringtheboundariesthoroughsoftwaretestingforsafetycriticaldrivingscenariosbasedonkinematicsinthecontextofautonomousdriving,W4379538585,10.48550/arxiv.2306.01898,Exploring the Boundaries: Thorough Software Testing for Safety-Critical Driving Scenarios Based on Kinematics in the Context of Autonomous Driving,2023,2023-06-02,arXiv (Cornell University),preprint,1,Trajectory-related,0.6694,0.3319,0.6524,0.6524,True,near seed-sim floor,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:howfaraheadshouldautonomousvehiclesstartresolvingpredictedconflictsexploringuncertaintybasedsafetyefficiencytradeoff,W4396783533,10.1109/tits.2024.3393641,How Far Ahead Should Autonomous Vehicles Start Resolving Predicted Conflicts? Exploring Uncertainty-Based Safety-Efficiency Trade-Off,2024,2024-05-09,IEEE Transactions on Intelligent Transportation Systems,article,5,Trajectory-related,0.7115,0.2113,0.6424,0.6524,True,near seed-sim floor; near relevance floor,auto-discovered,"""surrogate safety"" ""autonomous vehicle""",,,,,,,,,
title:complexityevaluationforurbanintersectionscenariosinautonomousdrivingtestsmethodandvalidation,W4404320028,10.3390/app142210451,Complexity Evaluation for Urban Intersection Scenarios in Autonomous Driving Tests: Method and Validation,2024,2024-11-13,Applied Sciences,article,5,Trajectory-related,0.6825,0.3198,0.6422,0.6522,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:robustobjectdetectionforautonomousdrivingbasedonsemisupervisedlearning,W4391519146,10.1051/sands/2024002,Robust object detection for autonomous driving based on semi-supervised learning,2024,2024-01-01,Security and Safety,article,2,Perception-related,0.678,0.3084,0.6418,0.6518,True,near seed-sim floor,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:crossfusermultimodalfeaturefusionforendtoendautonomousdrivingunderunseenweatherconditions,W4387245341,10.1109/tits.2023.3307589,CrossFuser: Multi-Modal Feature Fusion for End-to-End Autonomous Driving Under Unseen Weather Conditions,2023,2023-10-02,IEEE Transactions on Intelligent Transportation Systems,article,60,Perception-related,0.6208,0.2246,0.6515,0.6515,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:verifyingcollisionriskestimationusingautonomousdrivingscenariosderivedfromaformalmodel,W4366692929,10.1007/s10846-023-01808-3,Verifying Collision Risk Estimation using Autonomous Driving Scenarios Derived from a Formal Model,2023,2023-04-01,Journal of Intelligent & Robotic Systems,article,7,Knowledge-driven,0.682,0.2837,0.651,0.651,True,near seed-sim floor,auto-discovered,"""critical scenario"" ""autonomous driving""",,,,,,,,,
title:aninvestigationofcyberattacksandsecuritymechanismsforconnectedandautonomousvehicles,W4386065456,10.1109/access.2023.3307473,An Investigation of Cyber-Attacks and Security Mechanisms for Connected and Autonomous Vehicles,2023,2023-01-01,IEEE Access,article,47,Knowledge-driven,0.5429,0.2075,0.6508,0.6508,True,near seed-sim floor; near relevance floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:beyond1dandoversimplifiedkinematicsagenericanalyticalframeworkforsurrogatesafetymeasures,W4389714188,10.48550/arxiv.2312.07019,Beyond 1D and oversimplified kinematics: A generic analytical framework for surrogate safety measures,2023,2023-12-12,arXiv (Cornell University),preprint,2,Trajectory-related,0.7194,0.3745,0.6505,0.6505,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""automated driving""",,,,,,,,,
title:arealtimecriticalscenariogenerationframeworkfordefectdetectionofautonomousdrivingsystem,W4388597323,10.1049/itr2.12438,A real‐time critical‐scenario‐generation framework for defect detection of autonomous driving system,2023,2023-11-10,IET Intelligent Transport Systems,article,7,Trajectory-related,0.6504,0.2755,0.6497,0.6497,True,near seed-sim floor,auto-discovered,"""critical scenario"" ""autonomous driving""",,,,,,,,,
title:sotifcompliantscenariogenerationusingsemiconcretescenariosandparametersampling,W4385849154,10.48550/arxiv.2308.07025,SOTIF-Compliant Scenario Generation Using Semi-Concrete Scenarios and Parameter Sampling,2023,2023-08-14,arXiv (Cornell University),preprint,0,Trajectory-related,0.5965,0.4,0.6494,0.6494,True,near seed-sim floor,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:investigationoffollowingvehiclesdrivingpatternsusingspectralanalysistechniques,W4383227248,10.3390/su151310539,Investigation of Following Vehicles’ Driving Patterns Using Spectral Analysis Techniques,2023,2023-07-04,Sustainability,article,3,Trajectory-related,0.7139,0.2818,0.6492,0.6492,True,near seed-sim floor,auto-discovered,"""rare event"" ""autonomous vehicle""",,,,,,,,,
title:averageofpruningimprovingperformanceandstabilityofoutofdistributiondetection,W4323073057,10.48550/arxiv.2303.01201,Average of Pruning: Improving Performance and Stability of Out-of-Distribution Detection,2023,2023-03-02,arXiv (Cornell University),preprint,6,Perception-related,0.6562,0.3844,0.6489,0.6489,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:controltransitionsinlevel3automationsafetyimplicationsinmixedautonomytraffic,W4389946494,10.3390/safety10010001,Control Transitions in Level 3 Automation: Safety Implications in Mixed-Autonomy Traffic,2023,2023-12-19,Safety,article,3,Trajectory-related,0.6021,0.2336,0.6485,0.6485,True,near seed-sim floor,auto-discovered,"""near-miss"" ""automated driving""",,,,,,,,,
title:bringingdiversitytoautonomousvehiclesaninterpretablemultivehicledecisionmakingandplanningframework,W4321012127,10.48550/arxiv.2302.06803,Bringing Diversity to Autonomous Vehicles: An Interpretable Multi-vehicle Decision-making and Planning Framework,2023,2023-02-14,arXiv (Cornell University),preprint,2,Trajectory-related,0.6617,0.2835,0.6478,0.6478,True,near seed-sim floor,auto-discovered,"""corner case"" ""autonomous vehicle""",,,,,,,,,
title:somestatisticalchallengesinautomateddrivingsystems,W4367183859,10.1002/asmb.2765,Some statistical challenges in automated driving systems,2023,2023-04-26,Applied Stochastic Models in Business and Industry,article,5,Trajectory-related,0.7268,0.2222,0.6475,0.6475,True,near seed-sim floor,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:improvedcollisionriskassessmentforautonomousvehiclesatonrampmergingareas,W4388820034,10.1109/access.2023.3335266,Improved Collision Risk Assessment for Autonomous Vehicles at on-Ramp Merging Areas,2023,2023-01-01,IEEE Access,article,20,Trajectory-related,0.6517,0.2971,0.6473,0.6473,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""autonomous driving""",,,,,,,,,
title:balancedenergyregularizationlossforoutofdistributiondetection,W4381553052,10.48550/arxiv.2306.10485,Balanced Energy Regularization Loss for Out-of-distribution Detection,2023,2023-06-18,arXiv (Cornell University),preprint,2,Perception-related,0.673,0.4829,0.6472,0.6472,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:trafficmicrosimulationforroadsafetyassessmentsofvehicleautomationscenariosmodelcomparisonandsensitivityanalysis,W4389003308,10.1016/j.simpat.2023.102868,Traffic microsimulation for road safety assessments of vehicle automation scenarios: Model comparison and sensitivity analysis,2023,2023-11-25,Simulation Modelling Practice and Theory,article,18,Trajectory-related,0.642,0.3398,0.6469,0.6469,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""automated vehicle""",,,,,,,,,
title:acomprehensivereviewonlimitationsofautonomousdrivinganditsimpactonaccidentsandcollisions,W4389169869,10.1109/ojvt.2023.3335180,A Comprehensive Review on Limitations of Autonomous Driving and Its Impact on Accidents and Collisions,2023,2023-11-30,IEEE Open Journal of Vehicular Technology,article,116,Trajectory-related,0.7018,0.2349,0.6468,0.6468,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:thewaymoopensimagentschallenge,W4377866264,10.48550/arxiv.2305.12032,The Waymo Open Sim Agents Challenge,2023,2023-05-19,arXiv (Cornell University),preprint,9,Trajectory-related,0.5706,0.3138,0.6467,0.6467,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:networkwidesafetyimpactsofdedicatedlanesforconnectedandautonomousvehicles,W4389637859,10.1016/j.aap.2023.107424,Network-wide safety impacts of dedicated lanes for connected and autonomous vehicles,2023,2023-12-12,Accident Analysis & Prevention,article,32,Trajectory-related,0.6256,0.2783,0.6466,0.6466,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""automated driving""",,,,,,,,,
title:wildtababenchmarkforoutofdistributiongeneralizationintabularregression,W4389364104,10.48550/arxiv.2312.01792,Wild-Tab: A Benchmark For Out-Of-Distribution Generalization In Tabular Regression,2023,2023-12-04,arXiv (Cornell University),preprint,0,Perception-related,0.6781,0.3661,0.646,0.646,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""self-driving""",,,,,,,,,
title:sgplaneefficientlanedetectionviasampledgridpointsforautonomousdriving,W4390146586,10.1016/j.fmre.2023.11.013,SGPLane: Efficient lane detection via sampled grid points for autonomous driving,2023,2023-12-23,Fundamental Research,article,3,Perception-related,0.5718,0.213,0.6458,0.6458,True,near seed-sim floor; near relevance floor,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:hascoahybridaisimulationcompilerforsemanticaccidentreconstruction,W4376167213,10.4230/oasics.aeic.2026.4,HASCO: A Hybrid AI Simulation Compiler for Semantic Accident Reconstruction,2023,2023-05-10,arXiv (Cornell University),preprint,4,Knowledge-driven,0.6569,0.3637,0.6452,0.6452,True,near seed-sim floor,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:anomalydetectionagainstgpsspoofingattacksonconnectedandautonomousvehiclesusinglearningfromdemonstration,W4367146810,10.1109/tits.2023.3269029,Anomaly Detection Against GPS Spoofing Attacks on Connected and Autonomous Vehicles Using Learning From Demonstration,2023,2023-04-26,IEEE Transactions on Intelligent Transportation Systems,article,65,Trajectory-related,0.6826,0.2,0.6452,0.6452,True,near seed-sim floor; near relevance floor,auto-discovered,"""anomaly detection"" ""autonomous vehicle""",,,,,,,,,
title:uncertaintybaseddetectionofadversarialattacksinsemanticsegmentation,W4377864763,10.48550/arxiv.2305.12825,Uncertainty-based Detection of Adversarial Attacks in Semantic Segmentation,2023,2023-05-22,arXiv (Cornell University),preprint,1,Perception-related,0.6395,0.3887,0.6449,0.6449,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:decisionmakingmodelfordynamicscenariovehiclesinautonomousdrivingsimulations,W4385221659,10.3390/app13148515,Decision-Making Model for Dynamic Scenario Vehicles in Autonomous Driving Simulations,2023,2023-07-23,Applied Sciences,article,2,Trajectory-related,0.6476,0.2653,0.6436,0.6436,True,near seed-sim floor,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:augmentingegovehiclefortrafficnearmissandaccidentclassificationdatasetusingmanipulatingconditionalstyletranslation,W4315588276,10.48550/arxiv.2301.02726,Augmenting Ego-Vehicle for Traffic Near-Miss and Accident Classification Dataset using Manipulating Conditional Style Translation,2023,2023-01-06,arXiv (Cornell University),preprint,1,Trajectory-related,0.6996,0.3317,0.6433,0.6433,True,near seed-sim floor,auto-discovered,"""near-miss"" ""autonomous driving""",,,,,,,,,
